Job_ID,Job_Title,AI_Specialization,Industry,Company,Company_Size,Country,Continent,Education_Required,Experience_Level,Years_of_Experience,Salary_USD,Salary_Min,Salary_Max,Salary_Category,Bonus_%,Equity_Offered,Benefits_Value_USD,Skills_Required,Required_Certifications,Job_Openings,Competition_Level_Applicants,Hiring_Difficulty_1_10,Job_Type,Remote_Work_%,Work_From_Home_Available,Job_Satisfaction_1_10,Work_Life_Balance_1_10,AI_Investment_Company_Millions,Company_AI_Maturity_1_10,Job_Growth_Projection_%,Automation_Risk_%,Gender_Diversity_%_Female,Posted_Date,Application_Deadline,Record_Created,Data_Source
AI-04933,MLOps Engineer,Generative AI,Healthcare,Apple,Enterprise (5000+),Singapore,Asia,Master's,Senior Level,0,146919.0,105261,203917,Upper-Mid,23.7,Yes,30084,"Hadoop, AWS/GCP/Azure, C++, Python, MLOps, Docker",AWS Certified,12,182,9.3,Contract,40,No,6.5,5.4,197,7.4,33.4,36.8,31.8,2039-07-04,2039-08-04,2026-08-28,Global AI Jobs Report 2026
AI-04755,AI Solutions Architect,Reinforcement Learning,Research & Development,Deloitte,Medium (51-500),Portugal,Europe,Bachelor's,Senior Level,2,146916.0,124372,185817,Upper-Mid,13.5,Yes,8310,"System Design, AWS/GCP/Azure, Integration, Python, ML/AI, Java",Google ML,11,420,6.8,Full-time,100,Yes,7.6,4.6,373,3.1,17.3,19.0,39.1,2039-01-07,2039-02-07,2026-08-28,Global AI Jobs Report 2026
AI-00868,AI Quality Assurance Engineer,Computer Vision,Government,Palantir,Large (501-5000),Turkey,Asia,Postdoctoral,Mid Level,1,146916.0,124934,184876,Upper-Mid,21.6,No,16819,"Testing, Automation, AWS, AI/ML, Python, Docker",AWS Certified,12,394,9.5,Contract,80,Yes,8.7,8.3,108,5.6,36.2,18.3,40.2,2028-05-17,2028-06-17,2026-08-28,Global AI Jobs Report 2026
AI-03065,NLP Engineer,Machine Learning,Education,KPMG,Large (501-5000),United Kingdom,Europe,Master's,Mid Level,2,146893.0,129076,190645,Upper-Mid,25.1,Yes,25985,"BERT, PyTorch, GCP, NLTK, GPT, Python",Multiple,9,318,9.5,Full-time,60,Yes,7.9,5.7,490,9.1,15.5,39.1,26.7,2034-05-23,2034-06-23,2026-08-28,Global AI Jobs Report 2026
AI-02688,AI Security Specialist,NLP,Logistics,Booz Allen,Large (501-5000),India,Asia,Master's,Senior Level,2,146886.0,121549,189330,Upper-Mid,18.6,No,19079,"Power BI, AI/ML, Threat Detection, Python, AWS/GCP, JavaScript",DeepLearning.ai,7,164,8.5,Full-time,20,No,9.2,7.5,219,2.9,25.9,15.9,32.4,2033-05-11,2033-06-11,2026-08-28,Global AI Jobs Report 2026
AI-04150,Senior Data Scientist,Generative AI,Aerospace,AMD,Enterprise (5000+),United Kingdom,Europe,PhD,Senior Level,3,146793.0,109310,166397,Upper-Mid,23.7,No,37412,"Leadership, Big Data, Statistics, Python, SQL, ML/AI",DeepLearning.ai,10,496,5.1,Full-time,40,No,8.4,7.2,89,5.8,15.3,7.1,30.6,2037-05-12,2037-06-12,2026-08-28,Global AI Jobs Report 2026
AI-01516,AI Quality Assurance Engineer,Computer Vision,Telecommunications,Meta,Large (501-5000),Norway,Europe,Postdoctoral,Senior Level,12,146751.0,106314,191460,Upper-Mid,18.4,Yes,20770,"Testing, Automation, Pandas, AI/ML, Python, Quality Assurance",Multiple,4,188,4.8,Full-time,100,Yes,7.6,5.0,286,7.5,40.6,26.8,43.8,2030-02-24,2030-03-27,2026-08-28,Global AI Jobs Report 2026
AI-00870,Generative AI Engineer,Other,Healthcare,Google,Enterprise (5000+),Kenya,Africa,Master's,Lead Level,1,146745.0,128278,182891,Upper-Mid,13.9,Yes,8680,"PyTorch, C++, GPT, Python, Transformers, Generative Models",Google ML,13,483,9.4,Full-time,100,Yes,8.6,6.4,334,4.3,35.7,35.5,36.2,2028-05-19,2028-06-19,2026-08-28,Global AI Jobs Report 2026
AI-00959,Machine Learning Engineer,NLP,Technology,KPMG,Large (501-5000),Norway,Europe,PhD,Senior Level,0,146716.0,109560,189286,Upper-Mid,26.1,No,29905,"PyTorch, AWS/GCP/Azure, Scikit-learn, Python, SQL, TensorFlow",Multiple,8,177,7.2,Full-time,20,No,6.0,5.5,98,2.2,42.6,24.7,24.9,2028-08-16,2028-09-16,2026-08-28,Global AI Jobs Report 2026
AI-01021,AI Trainer,Machine Learning,Research & Development,Deloitte,Large (501-5000),Finland,Europe,Postdoctoral,Senior Level,3,146627.0,123774,181078,Upper-Mid,26.8,Yes,17284,"PyTorch, Pandas, Teaching, Python, Communication, Machine Learning",Multiple,11,142,7.2,Freelance,100,Yes,7.1,6.9,339,7.3,21.4,15.6,27.8,2028-10-17,2028-11-17,2026-08-28,Global AI Jobs Report 2026
AI-01166,AI Policy Advisor,Computer Vision,Healthcare,Microsoft,Large (501-5000),Romania,Europe,PhD,Senior Level,3,146605.0,127234,163174,Upper-Mid,5.9,No,37530,"Policy Analysis, AI Governance, Regulatory, Government Relations, Ethics",DeepLearning.ai,8,16,8.7,Full-time,80,Yes,9.3,8.6,284,3.0,37.5,21.1,26.8,2029-03-11,2029-04-11,2026-08-28,Global AI Jobs Report 2026
AI-03706,Generative AI Engineer,Generative AI,Media,McKinsey,Medium (51-500),Chile,South America,Master's,Mid Level,7,146583.0,122208,200790,Upper-Mid,18.7,No,10452,"PyTorch, GPT, Python, Transformers, Generative Models, Diffusion",AWS Certified,12,436,3.0,Freelance,80,Yes,8.0,7.9,66,4.6,33.3,6.5,44.2,2036-02-23,2036-03-25,2026-08-28,Global AI Jobs Report 2026
AI-03380,Computer Vision Engineer,Machine Learning,Robotics,Databricks,Large (501-5000),France,Europe,Master's,Senior Level,10,146583.0,116917,185469,Upper-Mid,7.1,No,29828,"PyTorch, YOLO, CNN, OpenCV, Python, AWS/GCP",Azure AI,8,135,9.3,Full-time,80,Yes,8.2,7.0,19,3.6,31.9,5.8,18.3,2035-04-03,2035-05-04,2026-08-28,Global AI Jobs Report 2026
AI-00908,Data Analyst,NLP,Retail,Wipro,Large (501-5000),Italy,Europe,Master's,Mid Level,12,146572.0,112463,166108,Upper-Mid,15.4,No,9708,"Statistics, Excel, Data Visualization, Python, Tableau, SQL",Azure AI,17,446,7.3,Full-time,60,Yes,6.2,6.6,140,7.8,17.9,18.1,26.2,2028-06-26,2028-07-27,2026-08-28,Global AI Jobs Report 2026
AI-03230,Autonomous Vehicle Engineer,Reinforcement Learning,Insurance,Twitter/X,Enterprise (5000+),Czech Republic,Europe,Bachelor's,Senior Level,20,146544.0,117435,184506,Upper-Mid,10.2,No,10610,"LiDAR, Git, AI/ML, C++, Python, Sensor Fusion",Multiple,9,348,7.4,Full-time,80,Yes,5.7,4.8,243,2.0,21.0,23.2,38.0,2034-11-04,2034-12-05,2026-08-28,Global AI Jobs Report 2026
AI-00667,AI/ML Architect,Machine Learning,Biotechnology,Databricks,Medium (51-500),Chile,South America,Master's,Senior Level,1,146454.0,111296,174668,Upper-Mid,9.9,No,5378,"System Design, AWS/GCP/Azure, C++, Python, Kubernetes, Machine Learning",Google ML,5,449,3.9,Full-time,100,Yes,7.9,7.3,337,5.1,26.1,23.1,34.8,2027-10-29,2027-11-29,2026-08-28,Global AI Jobs Report 2026
AI-02106,AI Infrastructure Engineer,Computer Vision,Consulting,Airbnb,Large (501-5000),South Africa,Africa,PhD,Senior Level,2,146445.0,109927,191013,Upper-Mid,21.9,No,30381,"AWS/GCP/Azure, Python, MLOps, Docker, Kubernetes",Google ML,10,131,6.1,Full-time,60,Yes,6.3,8.7,175,4.1,43.0,29.3,38.0,2031-10-07,2031-11-07,2026-08-28,Global AI Jobs Report 2026
AI-01818,AI Professor,Robotics,Technology,Salesforce,Large (501-5000),India,Asia,Bachelor's,Senior Level,12,146418.0,103133,165717,Upper-Mid,8.8,No,5936,"Research, Grant Writing, Teaching, Ph.D., Academic Publications, Java",Multiple,11,262,3.7,Full-time,60,Yes,7.5,6.8,328,7.7,32.5,20.9,34.7,2030-12-23,2031-01-23,2026-08-28,Global AI Jobs Report 2026
AI-01721,AI Policy Advisor,Reinforcement Learning,Insurance,DeepMind,Medium (51-500),Switzerland,Europe,PhD,Mid Level,15,146342.0,121823,188851,Upper-Mid,17.9,No,37998,"Policy Analysis, AI Governance, Regulatory, Government Relations, Ethics, Docker",Multiple,9,337,7.1,Full-time,100,Yes,6.1,4.6,346,4.9,24.3,32.5,34.8,2030-09-17,2030-10-18,2026-08-28,Global AI Jobs Report 2026
AI-00348,AI Ethics Specialist,Computer Vision,E-commerce,Scale AI,Large (501-5000),Turkey,Asia,Master's,Mid Level,12,146336.0,110147,169436,Upper-Mid,15.1,No,35979,"Regulatory Compliance, AI Governance, Ethics, Policy, Bias Detection",Multiple,15,262,7.5,Full-time,40,No,7.6,4.9,375,8.0,23.8,26.2,37.2,2026-12-14,2027-01-14,2026-08-28,Global AI Jobs Report 2026
AI-04069,Prompt Engineer,Reinforcement Learning,Media,Accenture,Enterprise (5000+),Argentina,South America,PhD,Senior Level,15,146334.0,112774,181262,Upper-Mid,11.8,No,26448,"Prompt Engineering, API Integration, Python, LLMs, Docker, ChatGPT",DeepLearning.ai,10,31,8.8,Full-time,60,Yes,6.4,5.5,499,5.5,27.9,21.8,40.2,2037-02-20,2037-03-23,2026-08-28,Global AI Jobs Report 2026
AI-03407,Research Scientist (AI),Robotics,Defense,Booz Allen,Large (501-5000),Canada,North America,PhD,Mid Level,10,146304.0,107535,185681,Upper-Mid,13.6,No,24229,"Research, PyTorch, Deep Learning, Academic Writing, Python",AWS Certified,13,423,6.3,Full-time,80,Yes,7.1,4.7,459,3.9,36.3,31.9,26.4,2035-04-30,2035-05-31,2026-08-28,Global AI Jobs Report 2026
AI-02992,MLOps Engineer,Machine Learning,Aerospace,Samsung,Large (501-5000),Saudi Arabia,Asia,PhD,Senior Level,0,146297.0,109367,161221,Upper-Mid,17.3,Yes,15588,"AWS/GCP/Azure, C++, Python, MLOps, Docker, Kubernetes",DeepLearning.ai,11,144,7.4,Full-time,40,No,6.0,5.0,293,8.4,34.7,39.7,26.6,2034-03-11,2034-04-11,2026-08-28,Global AI Jobs Report 2026
AI-02870,AI Research Scientist,Robotics,Aerospace,Scale AI,Large (501-5000),Czech Republic,Europe,PhD,Mid Level,3,146256.0,123765,177774,Upper-Mid,13.3,Yes,34992,"PyTorch, Academic Publishing, Deep Learning, Reinforcement Learning, Python, NumPy",Azure AI,15,105,6.6,Full-time,40,No,8.2,7.7,15,5.2,24.0,13.0,30.8,2033-11-09,2033-12-10,2026-08-28,Global AI Jobs Report 2026
AI-00877,AI Professor,Reinforcement Learning,Energy,Bain,Large (501-5000),Chile,South America,Master's,Lead Level,2,146177.0,117120,176732,Upper-Mid,13.6,Yes,37061,"R, Research, Grant Writing, Teaching, Ph.D., Academic Publications",Google ML,14,72,4.3,Full-time,60,Yes,5.5,8.4,441,3.4,20.3,28.0,27.3,2028-05-26,2028-06-26,2026-08-28,Global AI Jobs Report 2026
AI-01176,Data Analyst,Generative AI,Entertainment,Alibaba,Large (501-5000),Italy,Europe,Bachelor's,Lead Level,10,146122.0,103836,177583,Upper-Mid,23.8,No,32309,"Statistics, Excel, Data Visualization, Python, Tableau, SQL",Multiple,14,291,6.4,Full-time,100,Yes,8.5,7.6,231,4.1,41.3,8.3,34.2,2029-03-21,2029-04-21,2026-08-28,Global AI Jobs Report 2026
AI-02236,Data Analyst,NLP,Aerospace,Booz Allen,Enterprise (5000+),Belgium,Europe,Master's,Lead Level,2,146092.0,113327,173000,Upper-Mid,5.4,No,8246,"Pandas, Statistics, Excel, Data Visualization, Python, Tableau",AWS Certified,16,125,4.2,Full-time,80,Yes,7.0,7.5,285,8.3,40.9,39.6,25.9,2032-02-14,2032-03-16,2026-08-28,Global AI Jobs Report 2026
AI-01053,Postdoctoral Researcher,Robotics,Cloud Computing,Capgemini,Large (501-5000),Portugal,Europe,Bachelor's,Lead Level,1,146029.0,102531,200773,Upper-Mid,26.9,No,25532,"Research, Teaching, Deep Learning, Academic Writing, Python, Kubernetes",Azure AI,8,230,6.4,Full-time,20,No,5.8,5.8,175,9.1,29.1,26.0,23.3,2028-11-18,2028-12-19,2026-08-28,Global AI Jobs Report 2026
AI-01493,Data Analyst,Deep Learning,Insurance,Salesforce,Medium (51-500),Ireland,Europe,Master's,Senior Level,3,146027.0,130191,175693,Upper-Mid,7.5,Yes,15256,"Statistics, Excel, Data Visualization, Python, Tableau, SQL",Multiple,8,67,5.4,Contract,100,Yes,6.1,8.5,238,7.7,31.8,13.4,32.4,2030-02-01,2030-03-04,2026-08-28,Global AI Jobs Report 2026
AI-01169,AI Cloud Engineer,NLP,Manufacturing,Sony,Large (501-5000),Saudi Arabia,Asia,Bachelor's,Senior Level,0,145960.0,115172,197551,Upper-Mid,16.5,No,18866,"Git, AWS/GCP/Azure, Python, MLOps, DevOps, Docker",None,11,455,8.1,Full-time,40,No,8.8,6.7,300,7.8,19.6,16.9,18.6,2029-03-14,2029-04-14,2026-08-28,Global AI Jobs Report 2026
AI-02967,AI Policy Advisor,Robotics,Defense,Samsung,Enterprise (5000+),Thailand,Asia,PhD,Lead Level,15,145947.0,107819,167843,Upper-Mid,5.4,Yes,28824,"Policy Analysis, AI Governance, Regulatory, Government Relations, Ethics, Spark",Multiple,8,317,6.3,Full-time,40,No,7.2,4.3,432,8.9,30.4,14.1,34.9,2034-02-14,2034-03-17,2026-08-28,Global AI Jobs Report 2026
AI-04633,AI Professor,Reinforcement Learning,Robotics,Anthropic,Large (501-5000),Greece,Europe,Master's,Mid Level,10,145841.0,117529,180375,Upper-Mid,7.2,Yes,26473,"Research, Grant Writing, Teaching, Ph.D., Academic Publications, Docker",Azure AI,12,88,3.7,Full-time,100,Yes,8.8,4.6,384,8.6,21.6,12.9,43.4,2038-09-07,2038-10-08,2026-08-28,Global AI Jobs Report 2026
AI-03172,AI Quality Assurance Engineer,Other,Energy,Automation Anywhere,Large (501-5000),Kenya,Africa,Bachelor's,Lead Level,3,145838.0,115392,190107,Upper-Mid,16.6,Yes,32972,"Testing, Automation, Power BI, AI/ML, Python, Docker",Multiple,13,48,8.2,Freelance,80,Yes,9.3,8.7,418,7.5,15.7,6.7,36.6,2034-09-07,2034-10-08,2026-08-28,Global AI Jobs Report 2026
AI-03807,AI Operations Manager,Deep Learning,E-commerce,Hitachi,Large (501-5000),South Africa,Africa,Master's,Senior Level,0,145768.0,124313,199160,Upper-Mid,11.2,Yes,8747,"Cloud Infrastructure, R, Project Management, MLOps, Docker, Team Management",Multiple,8,212,8.5,Full-time,80,Yes,7.6,5.1,62,6.4,40.4,34.5,39.6,2036-06-03,2036-07-04,2026-08-28,Global AI Jobs Report 2026
AI-03338,AI Trainer,Computer Vision,E-commerce,Netflix,Enterprise (5000+),Brazil,South America,Master's,Senior Level,3,145685.0,106066,175868,Upper-Mid,16.3,No,37536,"Pandas, Teaching, Python, Communication, Machine Learning, Data Annotation",Azure AI,15,170,8.2,Full-time,60,Yes,7.8,4.0,176,7.5,43.8,6.9,24.4,2035-02-20,2035-03-23,2026-08-28,Global AI Jobs Report 2026
AI-00220,AI Quality Assurance Engineer,Machine Learning,Pharmaceuticals,Netflix,Small (1-50),Belgium,Europe,Master's,Senior Level,15,145674.0,118787,190211,Upper-Mid,8.2,No,29243,"Testing, Automation, Pandas, AI/ML, Python, SQL",DeepLearning.ai,7,395,7.4,Full-time,60,Yes,5.5,6.2,33,5.1,21.3,15.5,26.9,2026-08-08,2026-09-08,2026-08-28,Global AI Jobs Report 2026
AI-03446,AI Trainer,NLP,Telecommunications,Airbnb,Medium (51-500),New Zealand,Oceania,PhD,Mid Level,10,145606.0,111916,175457,Upper-Mid,11.7,No,38377,"Teaching, Python, Communication, Machine Learning, NumPy, Data Annotation",AWS Certified,8,147,7.5,Full-time,80,Yes,9.2,4.5,200,7.6,35.5,24.6,25.6,2035-06-08,2035-07-09,2026-08-28,Global AI Jobs Report 2026
AI-00586,AI Professor,Computer Vision,Energy,McKinsey,Medium (51-500),Argentina,South America,PhD,Senior Level,1,145600.0,107439,162923,Upper-Mid,11.1,No,34820,"Research, Grant Writing, Teaching, Ph.D., Academic Publications",Multiple,11,51,3.6,Full-time,100,Yes,7.4,5.7,4,6.8,20.1,27.7,33.2,2027-08-09,2027-09-09,2026-08-28,Global AI Jobs Report 2026
AI-00353,PhD Research Fellow,Machine Learning,Banking,LinkedIn,Enterprise (5000+),UAE,Asia,Master's,Lead Level,7,145599.0,103572,178471,Upper-Mid,13.2,Yes,31442,"Research, Teaching, Deep Learning, Academic Writing, Python, JavaScript",Google ML,9,164,8.1,Contract,60,Yes,6.2,4.0,432,8.2,44.0,36.3,21.7,2026-12-19,2027-01-19,2026-08-28,Global AI Jobs Report 2026
AI-03953,AI Quality Assurance Engineer,Deep Learning,Healthcare,UiPath,Large (501-5000),Canada,North America,Postdoctoral,Senior Level,7,145587.0,124188,177772,Upper-Mid,24.3,Yes,32722,"Testing, Automation, GCP, AI/ML, Scikit-learn, Python",None,6,88,8.0,Full-time,80,Yes,9.3,4.4,254,8.6,41.3,37.4,43.3,2036-10-27,2036-11-27,2026-08-28,Global AI Jobs Report 2026
AI-04007,AI Consultant,Computer Vision,Logistics,Palantir,Small (1-50),Canada,North America,Master's,Senior Level,5,145572.0,116173,166946,Upper-Mid,18.4,No,27054,"Business Development, ML/AI Expertise, Communication, Strategic Consulting",DeepLearning.ai,10,382,4.1,Full-time,40,No,5.9,7.3,284,5.5,29.5,5.8,18.0,2036-12-20,2037-01-20,2026-08-28,Global AI Jobs Report 2026
AI-00119,AI Quality Assurance Engineer,Robotics,Consulting,IBM,Large (501-5000),United Kingdom,Europe,PhD,Senior Level,5,145565.0,125778,186255,Upper-Mid,5.7,No,25754,"Testing, Automation, AI/ML, Python, Quality Assurance",Google ML,9,81,8.7,Contract,40,No,6.0,8.1,255,4.9,30.6,10.2,33.2,2026-04-29,2026-05-30,2026-08-28,Global AI Jobs Report 2026
AI-04416,AI Software Engineer,Deep Learning,Agriculture,Meta,Medium (51-500),Norway,Europe,PhD,Lead Level,5,145532.0,128927,164612,Upper-Mid,13.1,Yes,35778,"REST APIs, ML Libraries, C++, Python, AWS/GCP, TensorFlow",Azure AI,16,291,5.7,Full-time,0,No,8.6,8.9,194,3.8,25.7,34.0,33.0,2038-02-02,2038-03-05,2026-08-28,Global AI Jobs Report 2026
AI-01076,AI Security Specialist,Other,Agriculture,Spotify,Medium (51-500),China,Asia,PhD,Senior Level,2,145413.0,105532,188906,Upper-Mid,23.5,Yes,6112,"AI/ML, Threat Detection, Python, AWS/GCP, Docker, Security",Azure AI,6,402,8.0,Full-time,40,No,6.8,6.8,8,6.8,26.9,25.2,30.2,2028-12-11,2029-01-11,2026-08-28,Global AI Jobs Report 2026
AI-02530,Postdoctoral Researcher,Deep Learning,Retail,Bain,Small (1-50),New Zealand,Oceania,Master's,Senior Level,0,145411.0,128658,178006,Upper-Mid,19.5,Yes,23383,"Research, Teaching, Deep Learning, Academic Writing, Python",Multiple,10,322,6.0,Full-time,100,Yes,7.2,8.6,145,9.2,33.6,38.8,27.7,2032-12-04,2033-01-04,2026-08-28,Global AI Jobs Report 2026
AI-04149,Data Engineer,NLP,Energy,Oracle,Medium (51-500),Vietnam,Asia,Master's,Lead Level,10,145377.0,110657,177951,Upper-Mid,19.9,Yes,26271,"Hadoop, SQL, Kafka, Scikit-learn, Python, AWS/GCP",DeepLearning.ai,9,187,4.1,Full-time,40,No,5.7,8.3,308,4.0,27.9,32.4,26.7,2037-05-11,2037-06-11,2026-08-28,Global AI Jobs Report 2026
AI-01290,AI Research Scientist,Machine Learning,Banking,TCS,Enterprise (5000+),Chile,South America,Bachelor's,Mid Level,2,145349.0,115004,190496,Upper-Mid,11.1,No,21209,"PyTorch, Academic Publishing, Deep Learning, Reinforcement Learning, Python, SQL",None,15,205,8.5,Contract,20,No,9.2,9.0,296,4.0,34.7,34.0,21.3,2029-07-13,2029-08-13,2026-08-28,Global AI Jobs Report 2026
AI-01739,Lead Data Scientist,Deep Learning,Robotics,SAP,Large (501-5000),Spain,Europe,Master's,Senior Level,12,145336.0,122617,190836,Upper-Mid,14.7,No,35247,"SQL, Scikit-learn, Team Leadership, Python, AWS/GCP, Strategic Planning",DeepLearning.ai,12,396,6.9,Full-time,60,Yes,6.3,7.3,373,3.7,35.0,14.0,25.1,2030-10-05,2030-11-05,2026-08-28,Global AI Jobs Report 2026
AI-00458,Robotics Engineer,Machine Learning,Technology,IBM Consulting,Medium (51-500),Thailand,Asia,Bachelor's,Senior Level,7,145329.0,119993,181456,Upper-Mid,10.0,Yes,6708,"ROS, AI/ML, Robotics, C++, Python, Computer Vision",Google ML,10,41,6.2,Contract,100,Yes,5.7,8.5,489,3.7,33.3,16.7,17.6,2027-04-03,2027-05-04,2026-08-28,Global AI Jobs Report 2026
AI-01131,PhD Research Fellow,Deep Learning,Research & Development,LinkedIn,Enterprise (5000+),Poland,Europe,Bachelor's,Senior Level,1,145303.0,122104,195556,Upper-Mid,24.4,Yes,39941,"Research, Teaching, Deep Learning, Academic Writing, Python, Kubernetes",Azure AI,12,75,7.6,Full-time,80,Yes,9.4,9.0,95,8.6,27.0,22.2,31.8,2029-02-04,2029-03-07,2026-08-28,Global AI Jobs Report 2026
AI-02449,Research Scientist (AI),Other,Manufacturing,Apple,Enterprise (5000+),United Kingdom,Europe,Master's,Mid Level,10,145236.0,120535,196227,Upper-Mid,11.2,No,38615,"Research, PyTorch, Deep Learning, Academic Writing, Python",Google ML,14,207,8.0,Full-time,80,Yes,7.8,6.5,204,8.6,42.2,11.6,23.1,2032-09-14,2032-10-15,2026-08-28,Global AI Jobs Report 2026
AI-02557,NLP Engineer,NLP,Healthcare,Automation Anywhere,Large (501-5000),Israel,Asia,Bachelor's,Mid Level,12,145200.0,127910,162626,Upper-Mid,26.8,Yes,39597,"BERT, PyTorch, NLTK, C++, GPT, Python",AWS Certified,5,404,8.7,Full-time,20,No,7.0,5.6,153,4.1,20.4,21.6,36.3,2032-12-31,2033-01-31,2026-08-28,Global AI Jobs Report 2026
AI-02700,AI Trainer,Computer Vision,Agriculture,Intel,Enterprise (5000+),United States,North America,PhD,Senior Level,20,145187.0,126714,201294,Upper-Mid,27.9,No,30124,"R, Teaching, Scikit-learn, Python, Communication, Machine Learning",AWS Certified,13,328,9.5,Full-time,40,No,5.6,8.6,122,7.1,21.9,12.4,31.5,2033-05-23,2033-06-23,2026-08-28,Global AI Jobs Report 2026
AI-03392,PhD Research Fellow,Other,Consulting,Automation Anywhere,Enterprise (5000+),Brazil,South America,Master's,Senior Level,20,145130.0,102037,165447,Upper-Mid,18.7,Yes,15610,"Research, Teaching, Deep Learning, Academic Writing, Python, Java",None,5,150,8.0,Full-time,60,Yes,8.6,4.8,436,3.5,33.3,32.3,30.9,2035-04-15,2035-05-16,2026-08-28,Global AI Jobs Report 2026
AI-04947,AI Cloud Engineer,Robotics,Entertainment,Snowflake,Enterprise (5000+),Ukraine,Europe,PhD,Mid Level,5,145124.0,129910,201347,Upper-Mid,13.3,No,34268,"AWS/GCP/Azure, Python, MLOps, DevOps, Docker, Kubernetes",DeepLearning.ai,10,309,7.6,Full-time,60,Yes,7.3,8.3,469,4.1,36.9,9.9,38.4,2039-07-18,2039-08-18,2026-08-28,Global AI Jobs Report 2026
AI-02055,AI Solutions Architect,NLP,Banking,Deloitte,Enterprise (5000+),Spain,Europe,Bachelor's,Mid Level,15,145061.0,119708,182251,Upper-Mid,5.6,Yes,23023,"System Design, AWS/GCP/Azure, Integration, Python, Tableau, Docker",AWS Certified,15,271,8.7,Contract,80,Yes,8.7,6.5,340,3.0,21.0,24.3,44.8,2031-08-17,2031-09-17,2026-08-28,Global AI Jobs Report 2026
AI-01404,PhD Research Fellow,Generative AI,Research & Development,Palantir,Large (501-5000),Mexico,North America,PhD,Lead Level,5,145042.0,119566,201225,Upper-Mid,15.5,No,16238,"Research, Teaching, Deep Learning, Academic Writing, Python",AWS Certified,8,139,9.2,Full-time,60,Yes,8.5,7.9,136,6.5,34.8,38.9,23.2,2029-11-04,2029-12-05,2026-08-28,Global AI Jobs Report 2026
AI-04913,AI Solutions Architect,Machine Learning,Logistics,OpenAI,Large (501-5000),Denmark,Europe,Postdoctoral,Mid Level,1,145017.0,120634,178789,Upper-Mid,6.1,No,29773,"System Design, Hadoop, AWS/GCP/Azure, Pandas, Integration, Python",Google ML,9,63,3.6,Part-time,60,Yes,8.3,4.9,103,8.4,36.2,27.4,17.3,2039-06-14,2039-07-15,2026-08-28,Global AI Jobs Report 2026
AI-03752,Autonomous Vehicle Engineer,Machine Learning,Media,Amazon,Enterprise (5000+),Israel,Asia,Master's,Senior Level,15,144990.0,116019,177396,Upper-Mid,12.2,Yes,11625,"LiDAR, AI/ML, C++, Python, Sensor Fusion, Computer Vision",None,9,192,5.5,Full-time,20,No,6.0,8.8,77,6.5,43.0,5.4,35.7,2036-04-09,2036-05-10,2026-08-28,Global AI Jobs Report 2026
AI-02454,Prompt Engineer,Other,E-commerce,PwC,Large (501-5000),UAE,Asia,Master's,Senior Level,12,144846.0,111914,187040,Upper-Mid,25.4,Yes,5553,"Prompt Engineering, PyTorch, API Integration, Python, LLMs, JavaScript",Multiple,11,206,7.6,Part-time,20,No,8.3,8.2,311,6.9,27.1,32.1,16.5,2032-09-19,2032-10-20,2026-08-28,Global AI Jobs Report 2026
AI-01489,PhD Research Fellow,Reinforcement Learning,Healthcare,NVIDIA,Enterprise (5000+),Malaysia,Asia,Master's,Senior Level,20,144829.0,128100,161667,Upper-Mid,22.6,No,16485,"Research, Teaching, Deep Learning, Academic Writing, Python, NumPy",DeepLearning.ai,9,377,3.8,Full-time,80,Yes,6.3,6.5,355,7.9,36.0,33.7,43.7,2030-01-28,2030-02-28,2026-08-28,Global AI Jobs Report 2026
AI-04785,Senior Data Scientist,NLP,Media,AMD,Large (501-5000),Hungary,Europe,PhD,Mid Level,12,144822.0,105520,164689,Upper-Mid,11.0,No,16180,"Leadership, Big Data, Statistics, C++, Python, SQL",Multiple,11,416,4.6,Contract,60,Yes,7.9,7.7,278,3.0,32.9,11.1,34.4,2039-02-06,2039-03-09,2026-08-28,Global AI Jobs Report 2026
AI-04133,Prompt Engineer,Computer Vision,Entertainment,Baidu,Enterprise (5000+),Brazil,South America,Master's,Senior Level,20,144811.0,107491,162807,Upper-Mid,12.2,Yes,24206,"Prompt Engineering, API Integration, Python, LLMs, Docker, SQL",Azure AI,14,276,5.2,Full-time,60,Yes,9.3,5.1,341,3.2,31.8,39.3,16.7,2037-04-25,2037-05-26,2026-08-28,Global AI Jobs Report 2026
AI-01339,Business Intelligence Analyst,Computer Vision,Defense,Apple,Medium (51-500),Malaysia,Asia,PhD,Senior Level,15,144796.0,123313,190321,Upper-Mid,26.3,No,7666,"Power BI, C++, Business Intelligence, Python, Tableau, SQL",None,12,466,3.1,Full-time,80,Yes,8.0,6.9,396,4.6,22.0,19.8,38.8,2029-08-31,2029-10-01,2026-08-28,Global AI Jobs Report 2026
AI-03070,AI Security Specialist,Computer Vision,Energy,EY,Large (501-5000),Malaysia,Asia,Master's,Mid Level,15,144792.0,113795,168872,Upper-Mid,22.7,Yes,28771,"AI/ML, Threat Detection, Python, AWS/GCP, Kubernetes, Security",DeepLearning.ai,8,25,8.5,Full-time,80,Yes,7.9,6.9,27,4.7,26.4,21.0,42.1,2034-05-28,2034-06-28,2026-08-28,Global AI Jobs Report 2026
